,sp500,Eurostock,EURUSD,3M_EUR,1Y_EUR,5Y_EUR,10Y_EUR,30Y_EUR,3M_USD,1Y_USD,5Y_USD,10Y_USD,30Y_USD
2014-12-09,-0.00023782354133117245,-0.026237756569248427,0.0017118172112002839,0.005482178334948809,0.017435348231085612,0.02078130877502815,-0.0025509569687756084,-0.033432293206426156,0.010000000000000002,0.05000000000000002,-0.040000000000000036,-0.03999999999999959,-0.029999999999999805
2014-12-10,-0.01635096881921505,-0.003737251929916474,0.006482541163105537,0.007825085876803792,0.01936634214622579,0.020867232334987662,0.022110204948296186,0.011796995412006517,-0.010000000000000002,-0.020000000000000018,-0.04999999999999982,-0.040000000000000036,-0.040000000000000036
2014-12-11,0.0045356892119050585,0.0025897447996485745,0.006374138746869429,-0.005248415983935592,-0.008532940692791896,0.0045523456704970044,-0.015464855662957078,-0.03836226010536681,0.0,0.0,0.040000000000000036,0.009999999999999787,0.009999999999999787
2014-12-12,-0.016213587335965784,-0.029055663127047215,-0.006333766440785649,-0.0017593455565113048,0.0011484911271643916,0.002878556887431216,-0.02138119838109276,-0.021137332258015284,-0.009999999999999998,-0.01999999999999999,-0.09000000000000008,-0.08999999999999986,-0.08999999999999986
2014-12-15,-0.006342586611898127,-0.027522450912916607,0.0055338519125494035,0.003215707148000596,0.0100981455670279,0.004481467782243342,-0.011046805181461394,-0.017523530582552294,0.02,0.03,0.050000000000000044,0.020000000000000018,-0.009999999999999787
2014-12-16,-0.008489022887163578,0.022491565284477266,-0.001605233157653263,0.0038959569443180048,0.008413901414579511,0.004049833738184461,-0.009324998309910626,-0.05488963536445901,-0.010000000000000002,-0.010000000000000009,-0.050000000000000044,-0.050000000000000266,-0.050000000000000266
2014-12-17,0.020352415732846962,0.0006557398569844164,0.005505347756494361,-0.005766849966567705,-0.011930798536012005,-0.012664867185760542,-0.022066438224334073,-0.006481470525713906,0.0,0.020000000000000018,0.08000000000000007,0.07000000000000028,0.050000000000000266
2014-12-18,0.02401520473971619,0.03334874282764577,-0.013832021244941983,-0.0094711624661908,-0.03003086918490891,-0.03218205501987015,0.0012419472413063293,0.0288821108212578,0.010000000000000002,0.01999999999999999,0.06999999999999984,0.08000000000000007,0.07999999999999963
2014-12-19,0.004570048934014581,-0.003960336409130849,-0.00393297679650928,-0.0031332722306331995,-0.005976773538353797,-0.004550645989505497,-0.007760916609559132,0.008979297565760103,0.0,0.010000000000000009,-0.020000000000000018,-0.050000000000000266,-0.04999999999999982
2014-12-22,0.003810463907886641,0.004338958222565914,-0.005244920574492218,-0.004411087544178696,-0.011673295999058197,-0.01305641673231861,-0.013670178795939014,-0.012776338581496738,0.010000000000000002,0.020000000000000018,0.010000000000000009,0.0,-0.020000000000000018
2014-12-23,0.0017463617463617798,0.011905271351674518,-0.00018340662447957623,-0.0061884916931335965,-0.014519531598814694,-0.005902860447825731,-0.008163644218223576,-0.012045750316385995,-0.020000000000000004,-0.020000000000000018,0.09000000000000008,0.08999999999999986,0.10000000000000009
2014-12-30,-0.0008740037014419721,-0.017704166382120023,-0.00574857526595185,-0.004001686587527004,-0.013236943068536206,-0.03767848921731348,-0.04572458265468349,-0.04107652022542441,0.0,-0.03,-0.08000000000000007,-0.05999999999999961,-0.0900000000000003
2015-01-05,-0.028730809140682823,-0.03597316932675976,-0.017035581795245558,-0.012523032475169997,-0.030008096390924194,-0.037866348016128926,-0.06272874577093313,-0.06060572749107962,0.0,0.03,-0.10999999999999988,-0.16000000000000014,-0.1599999999999997
2015-01-07,0.0026329412718528733,0.0012074024405341888,-0.005949571486761229,-0.011216122777116103,-0.014409231188210497,0.0643554426335679,0.023967223807220828,-0.0659307990713689,0.0,-0.010000000000000009,-0.10000000000000009,-0.08000000000000007,-0.08000000000000007
2015-01-08,0.017888280629516196,0.03577718892455484,-0.003314069355740079,-0.0012069115975727983,-0.002476386717731302,0.009633938596147529,0.02230332252539058,0.03557856671376358,0.0,-0.01999999999999999,0.030000000000000027,0.06999999999999984,0.06999999999999984
2015-01-09,-0.008403811034715436,-0.029402813798740435,-0.003373735503850117,0.0003208951444787986,-0.0009127348288240078,0.0011964385693836732,0.02466545648861973,0.05508228180918984,-0.009999999999999998,-0.010000000000000009,-0.050000000000000044,-0.04999999999999982,-0.040000000000000036
2015-01-12,-0.008093685160912578,0.013566016175911466,0.006327069728334633,0.0023926610051244017,0.004051340514099999,-0.035059452451873696,-0.0662731477923888,-0.07499065643299696,0.009999999999999998,-0.03,-0.06000000000000005,-0.06000000000000005,-0.05999999999999961
2015-01-13,-0.0025785552362955766,0.01610806661167219,-0.0033009073829860514,-0.006329153889518501,-0.0138523407098229,-0.013483842933684598,-0.03739678801725055,-0.041768526407459206,0.0,0.010000000000000009,-0.019999999999999796,-0.010000000000000009,0.0
2015-01-14,-0.005813067327385291,-0.014100880075093358,-0.004499345994830373,-0.00047051880627699966,-0.003352870629124899,-0.0306413641396297,-0.045496101087625584,-0.03397363087741345,0.010000000000000002,-0.020000000000000018,-0.040000000000000036,-0.04999999999999982,-0.020000000000000018
2015-01-15,-0.009247875921837956,0.02190854921673857,0.0006482569125643156,-0.0076856188687997005,-0.0183158073571316,-0.0025238234270119064,0.0013916893555183663,0.02149054175112619,-0.010000000000000002,-0.01999999999999999,-0.1100000000000001,-0.09000000000000008,-0.07000000000000028
2015-01-16,0.013424199395820402,0.014214369373643176,-0.012603336567629353,-0.0036073741410476007,-0.012856052067594,-0.04139043117415758,-0.051688961959147184,-0.04334676857402986,0.0,0.010000000000000009,0.07000000000000006,0.06000000000000005,0.040000000000000036
2015-01-20,0.0015499523698385698,0.013328148974087739,-0.0033865521917784136,0.0033554639465789016,0.009814334137296002,0.01095000315813982,0.003708690415929805,-0.009426483599541235,0.0,0.0,0.020000000000000018,-0.010000000000000009,-0.04999999999999982
2015-01-21,0.004731623968765364,0.007645815364039521,-0.004399387773624253,-0.00015017420655500172,0.0016736643503331983,0.024358556002056275,0.03546648955445897,0.030412016798886832,0.0,0.0,0.040000000000000036,0.050000000000000044,0.04999999999999982
2015-01-22,0.015269721916580492,0.016184798803298595,0.005923740168954472,-0.0128686679086801,-0.0383568381723318,-0.029219805864706017,0.015529931332910252,0.03502699769828155,0.0,0.0,0.039999999999999813,0.029999999999999805,0.020000000000000018
2015-01-23,-0.005491522439307173,0.018027823648264052,-0.023124580111494097,-0.0022077070600521,-0.0044688622018033,-0.04380372203730509,-0.15372346732764974,-0.3289534457082606,-0.009999999999999998,0.0,-0.05999999999999983,-0.08999999999999986,-0.08000000000000007
2015-01-26,0.002568460857030219,0.009380491052820572,-0.019502980561736605,0.008143434537353701,0.0229931277118353,0.01863202080877363,-0.00654569736041033,-0.058814749334500815,0.009999999999999998,0.009999999999999981,0.030000000000000027,0.020000000000000018,0.020000000000000018
2015-01-27,-0.013387862410411011,-0.012213395156243978,0.01098909812204485,0.0014578443687081003,0.005269176921369297,0.01722995997267951,0.0188898836387974,0.006661863451071337,-0.009999999999999998,-0.009999999999999981,-0.020000000000000018,0.0,0.0
2015-01-28,-0.013495609366348305,-0.00403848592827849,0.010639768137864047,0.005311405920843899,0.0113754766516516,0.0011280816722347708,0.012737070349368551,0.01677603937427352,0.0,0.0,-0.09000000000000008,-0.10000000000000009,-0.10999999999999988
2015-01-29,0.009534685287099887,0.0038315780292623725,-0.007558477129668395,-0.0128662880461426,-0.0266618791174551,0.005738674940681976,-0.01902832877592342,0.020969444838806472,0.009999999999999998,0.0,0.030000000000000027,0.040000000000000036,0.040000000000000036
2015-01-30,-0.012991965252009852,-0.0060472017409870515,0.004794910507402328,0.0089099908764905,0.0137217680638581,-0.028211771920446382,-0.0012823128810319773,-0.050685424452651784,-0.009999999999999998,0.009999999999999981,-0.10000000000000009,-0.09000000000000008,-0.08000000000000007
2015-02-02,0.01296246371066978,0.005570789374728102,-0.002340951732540897,-0.0024139015528476995,-0.007475974816738701,-0.012689192703000174,-0.024770813956997983,-0.06775210656546227,0.0,-0.009999999999999981,0.010000000000000009,0.0,0.0
2015-02-03,0.014439495293299576,0.013076671922883643,0.002892156413198954,-0.0053894350058963,-0.012579876231162,0.009753668050526798,0.019736540160608773,0.0105417133686867,0.0,0.03999999999999998,0.09000000000000008,0.1100000000000001,0.1200000000000001
2015-02-04,-0.0041560462088314765,0.0003954383434037201,0.010197043765431069,-0.0028813409033153,-0.0096507858769125,-0.007289735724644031,0.006579540359281988,0.002460769661816853,-0.01,-0.009999999999999981,0.010000000000000009,0.020000000000000018,0.020000000000000018
2015-02-05,0.010291406686777416,-0.0019235867648710325,-0.012099805787988194,-0.0021720256924542,-0.0051349563628270995,0.0016987225946821227,0.0024255708666364173,-0.005538749145799882,0.01,0.0,0.010000000000000009,0.020000000000000018,0.029999999999999805
2015-02-06,-0.0034181723141418763,-0.003168136015641254,0.013537018424613745,-0.00011538897020209999,-0.0015755595377947,-0.0013282953040150147,0.003106105064962783,-0.007570407351721098,0.0,0.06,0.17999999999999994,0.11999999999999988,0.08999999999999986
2015-02-09,-0.004247194360987749,-0.014834473189369035,-0.013735707342063086,0.0033327332757873,0.012199512433856901,0.03372440356701739,0.039693905155044784,0.048925060343748994,-0.01,-0.020000000000000018,0.010000000000000009,0.010000000000000009,0.010000000000000231
2015-02-10,0.010675561019232394,0.010568257131655656,0.0011100808001009987,-0.0026662260948496002,-0.0070334050859556,0.008503562697169897,0.019292308673915848,0.004410822855434704,0.0,0.010000000000000009,0.030000000000000027,0.04999999999999982,0.06000000000000005
2015-02-11,-2.903358867545336e-05,-0.002657299762580001,-0.00044160346681876295,0.0008521119023422001,0.0033485875778467,0.005868528543590712,-0.00025455433654464343,-0.00769197910583741,0.0,-0.010000000000000009,0.010000000000000009,-0.009999999999999787,-0.010000000000000231
2015-02-12,0.009644506431775834,0.012883346935131046,-0.000882333648256961,0.0014734976881654004,-0.0016784985297322,-0.017279652737391515,-0.004417264754567718,-0.007778446099716785,0.01,-0.009999999999999981,-0.030000000000000027,-0.010000000000000009,0.010000000000000231
2015-02-13,0.004074738491730789,0.008772206169347374,0.008130961209320775,0.0019209174757865996,0.0019827004424719,-0.019586492750857387,-0.023351494436802622,-0.019785310450698423,-0.01,0.0,0.030000000000000027,0.030000000000000027,0.04999999999999982
2015-02-17,0.0015975744623728527,-0.0026540703074051653,-0.006131722375497306,-0.0010299995752696004,-0.0056242820718868,0.023377887976067824,0.04946547798471468,0.021145688766837978,0.01,0.01999999999999999,0.09000000000000008,0.1200000000000001,0.10000000000000009
2015-02-18,-0.0003143092177338991,0.007957128200030583,0.0062384441848408745,-0.0021956183739215997,-0.0007204550176105008,0.0251105139296523,0.027942952873039495,0.031340450534756314,0.0,-0.01999999999999999,-0.10000000000000009,-0.07000000000000028,-0.029999999999999805
2015-02-19,-0.0010620573331896477,0.006428538572041509,-0.0004103701777322666,0.0033631431764258005,0.007234312551837201,-0.006745517981483928,-0.009943796049276976,-0.004332542093272274,0.0,0.0,0.06000000000000005,0.040000000000000036,0.029999999999999805
2015-02-20,0.006126533626735764,0.000702378132669379,-0.0029213495365388864,0.0011062386691312,-0.0068399902816667,-0.05098784975262477,-0.036562670471622205,-0.009297072415734409,0.0,0.0,0.030000000000000027,0.020000000000000018,0.0
2015-02-23,-0.0003033391953459752,0.008322532275700567,0.0012975205632153042,-0.004337656351999701,-0.006780545580253,-0.0325709557377572,-0.03339524167460084,0.07932372750560224,0.0,-0.010000000000000009,-0.050000000000000044,-0.06999999999999984,-0.06999999999999984
2015-02-24,0.002758770892866691,0.007819120156490555,-0.004261228694772967,-0.0050002561180768,-0.007991964095604698,0.00993857874850157,-0.002924460495475789,-0.0038118544783511954,0.0,0.0,-0.09000000000000008,-0.07000000000000006,-0.06000000000000005
2015-02-25,-0.0007657236475081541,-0.0014998359823255036,0.0005329870828207905,-0.00011076417951409994,-0.0011297655055751005,-0.022004145688391874,-0.0412821555870958,-0.04591149289052865,0.0,-0.010000000000000009,0.0,-0.030000000000000027,-0.040000000000000036
2015-02-26,-0.001476028227480719,0.009362499035818983,0.0021704473487005327,-0.007818689047392798,-0.022174860996713598,-0.04646863780515362,-0.07466771721531007,-0.1014375240818941,0.009999999999999998,0.010000000000000009,0.07000000000000006,0.06999999999999984,0.06999999999999984
2015-02-27,-0.0029563045487578377,0.006730199384632263,-0.013928232325823187,0.0014752768076357996,0.0017770680008978995,0.00016161814428630739,0.009465978379054718,-0.003017635428503418,-0.009999999999999998,0.0,-0.040000000000000036,-0.029999999999999805,-0.029999999999999805
2015-03-02,0.006124919257840311,-0.00219780831046823,-0.003873193061338487,0.0021124992463862997,0.004072231412983698,-0.002637645112486098,0.0017694721168615146,0.0074639479384064344,0.0,0.0,0.07000000000000006,0.08000000000000007,0.08000000000000007
2015-03-03,-0.0045385421527393,-0.011690038245019019,0.0015315062556262582,0.00032520542686749997,0.003470597122394302,0.030370679274920376,0.043312528807606054,0.04321875940051734,0.0,0.04000000000000001,0.040000000000000036,0.040000000000000036,0.029999999999999805
2015-03-04,-0.00438850348301556,0.009672800489504363,0.000279493703713829,-0.0008874612169556002,0.001456291477891801,0.017540787673926417,0.01248256959298899,0.017835327320495642,-0.01,0.0,-0.010000000000000009,0.0,0.010000000000000231
2015-03-05,0.0011960799848387271,0.009702972590522885,-0.008954305473646285,-0.0051517402898205,-0.019489810355310104,-0.04763755144224649,-0.048699603569066774,-0.0693499311840371,0.01,-0.010000000000000009,-0.030000000000000027,-0.010000000000000231,-0.010000000000000231
2015-03-06,-0.014173946589881803,-0.00016302087395925202,-0.004512011125288762,0.0005892215716579007,-0.0011034662399814002,-0.008016990105689514,-0.013358495221449829,-0.05325827225578417,-0.01,0.020000000000000018,0.1299999999999999,0.13000000000000034,0.1200000000000001
2015-03-09,0.0039444211911976446,-0.00202898249480421,-0.016865576664300552,0.0114388424978491,0.0263405370089736,-0.019491669160565495,-0.03685066033751916,-0.016751099110094536,0.01,0.0,-0.040000000000000036,-0.040000000000000036,-0.03000000000000025
2015-03-10,-0.01696133008584244,-0.011918751162705576,-0.0011591210771538796,0.0034760100793126,0.0018491271367188991,-0.07934137856559789,-0.1040957069698818,-0.05555858187550933,0.0,-0.020000000000000018,-0.039999999999999813,-0.06000000000000005,-0.06999999999999984
2015-03-11,-0.0019176795748703235,0.023068200732356825,-0.011511899510185497,-0.0175988804400019,-0.0360690167802922,0.03356812663201761,-0.02140014874635554,-0.2157361887084841,0.009999999999999998,0.0,-0.020000000000000018,-0.03000000000000025,-0.040000000000000036
2015-03-12,0.012601439566208406,-0.002252330599238128,-0.014937031829733827,-0.0015217042910007014,-0.0020652768738545074,0.010473385209873981,-0.00047704021936834096,-0.03698293459602664,0.0,-0.010000000000000009,-0.010000000000000009,-0.009999999999999787,0.0
2015-03-13,-0.006074710968194674,0.004089146874922678,0.0073534322628197035,-0.0031403541844756966,-0.0036586412114968936,0.028210107040598204,0.031928645804155664,0.024645672301883526,0.0,0.0,0.010000000000000009,0.029999999999999805,0.010000000000000231
2015-03-16,0.013533671171787054,0.013823068041076247,-0.013615662285804575,-0.0014658286483258016,-0.001262334307646995,0.007654213153941214,-0.012453711566527303,-0.054342310781341,0.020000000000000004,0.020000000000000018,-0.030000000000000027,-0.029999999999999805,-0.03000000000000025
2015-03-17,-0.003320173700583018,-0.009331648449618979,0.008712070075969303,0.0048254463039814,0.015416822899457998,0.03941782599907387,0.05336371181233002,0.06564716568272955,0.0,0.010000000000000009,-0.010000000000000009,-0.040000000000000036,-0.06000000000000005
2015-03-18,0.012158421402569175,-0.0009912129823437255,0.002374050241785275,0.0018013378240408998,0.005851609183418198,0.0050195479111607155,0.005822665484420675,0.02990799729243432,-0.020000000000000004,-0.04000000000000001,-0.15000000000000013,-0.13000000000000012,-0.10000000000000009
2015-03-19,-0.004872579408787825,0.0006024121241630098,0.02377234840675002,0.0066301246449026,0.015462129991044897,-0.012430147072288705,-0.024613065033094017,-0.011737027219669072,0.0,0.03,0.07000000000000006,0.050000000000000044,0.03000000000000025
2015-03-20,0.00901275466979845,0.01507604432499221,-0.01668624191490975,-0.0132773934301691,-0.034441396012718804,-0.02145716629480529,-0.011948630269743354,-0.0009434903018625818,-0.019999999999999997,-0.020000000000000018,-0.06000000000000005,-0.050000000000000044,-0.040000000000000036
2015-03-23,-0.0017457310425351702,-0.007254299785290019,0.014778276686364,0.0006797870488115011,0.005406490069781902,0.03498076821318108,0.04116065462404084,0.02979352002772684,0.019999999999999997,0.0,-0.010000000000000009,-0.010000000000000009,0.009999999999999787
2015-03-24,-0.006139421956948832,0.008734714480662653,0.010934131393676827,0.00038704147787859897,0.0020238220941859036,0.010981683050109936,0.015713583046120583,0.01984700015304197,-0.009999999999999998,0.0,-0.039999999999999813,-0.040000000000000036,-0.04999999999999982
2015-03-25,-0.014558905652342857,-0.01267907254895928,-0.003924815200944898,-0.0009481796913961005,-0.001954062960946204,0.0063965285577313735,0.012079616930705583,0.012211352349475568,0.02,0.010000000000000009,0.039999999999999813,0.050000000000000044,0.040000000000000036
2015-03-26,-0.002377499996742527,-0.0038680361366610905,0.005359699403703955,-0.006270428545890397,-0.016209387037075196,-0.002143341296395762,0.0037944768264015494,-0.01634141299766423,-0.010000000000000002,0.030000000000000027,0.06000000000000005,0.07999999999999985,0.10000000000000009
2015-03-27,0.0023685613495147972,0.0025178525572366883,-0.006760489237631284,-0.0011313098369747018,-0.0036278620962316016,-0.0038066568381083243,0.004088406748032014,0.017992404662962924,0.010000000000000002,-0.010000000000000009,-0.050000000000000044,-0.05999999999999983,-0.07000000000000028
2015-03-30,0.012236645187396533,0.013256216759005568,-0.00013052790324119545,0.006749231543600399,0.016812453260452206,-0.00806217234730161,-0.024434116532246364,-0.012819396473326305,0.0,0.0,-0.010000000000000009,0.010000000000000009,0.020000000000000018
2015-03-31,-0.008795775050879251,-0.008160353457044467,-0.005025323200037679,-0.008679004947611098,-0.02653691859973241,-0.0385314831054106,-0.027784183142489205,-0.018784044188833615,-0.010000000000000002,-0.010000000000000009,-0.039999999999999813,-0.020000000000000018,-0.009999999999999787
2015-04-01,-0.003965371271123064,0.0047357886721408615,-0.008504503378015116,-0.001898924357699401,-0.003936515314960892,-0.0019061837252110914,-0.021139043404553526,-0.0658548935516734,0.0,0.010000000000000009,-0.050000000000000044,-0.06999999999999984,-0.06999999999999984
2015-04-02,0.0035296669586522,0.00010232522742725791,0.002961653810223508,0.0005715965647381006,0.0020924077243726913,0.009285175279405505,0.01757358846844337,0.030699180997973752,-0.009999999999999998,-0.020000000000000018,0.030000000000000027,0.04999999999999982,0.05999999999999961
2015-04-07,0.004533284323151587,0.014386558955577167,0.01530878966732252,-0.0002490634493939013,-0.002018310986434499,-0.014656547411727117,-0.019020230930259174,-0.01437291309431643,0.0,-0.03,-0.030000000000000027,-0.030000000000000027,-0.009999999999999787
2015-04-08,0.002682533127767339,-0.006922798216222326,-0.010120584903829721,-0.0005982827870364971,-0.003991852651132,-0.018104499657248085,-0.0035874264823680946,0.049111302918378286,0.009999999999999998,0.0,0.030000000000000027,0.030000000000000027,0.009999999999999787
2015-04-09,0.004457481018385057,0.010463272478488328,-0.003591537227713437,-0.00039105481464870445,-0.0011901752800431015,0.0005797804053137845,0.00684202698907832,0.01844157849025052,0.0,0.0,0.04999999999999982,0.050000000000000044,0.08000000000000007
2015-04-10,0.005202865037342352,0.009246936065174571,-0.010775757970984845,-0.00047257125445799436,-0.0011989792644078873,0.0016147267093291062,0.005443123491446045,0.008843152859675296,-0.009999999999999998,0.01999999999999999,0.010000000000000009,-0.010000000000000009,-0.029999999999999805
2015-04-13,-0.00458128059365126,0.003149273074674719,-0.005548917954294907,0.0021612743757057976,0.006781177738676397,0.00797898147622611,-0.002018320602791057,-0.018188215251977446,0.009999999999999998,-0.009999999999999981,-0.030000000000000027,-0.020000000000000018,0.0
2015-04-14,0.0016297588743277025,-0.011557206123467556,-0.0034785770327849797,-0.00045626584085859886,-0.0011662415192841002,0.0015237733060758096,0.0053658118883408434,0.009099999644516021,-0.009999999999999998,0.0,-0.039999999999999813,-0.040000000000000036,-0.040000000000000036
2015-04-15,0.005148195696902835,0.005025728263222007,0.007016504587601835,0.005406798603814197,0.0141657277592388,-0.004438312952608214,-0.02229470081437146,-0.013437348809204774,0.0,0.0,-0.010000000000000009,0.010000000000000009,0.009999999999999787
2015-04-16,-0.0007784436134247175,-0.01362676380214023,0.0027866658336563876,-0.0047927963740577,-0.0122281527925754,0.003899204241182702,0.011287865222946891,-0.017528714458318273,0.0,-0.010000000000000009,-0.020000000000000018,-0.010000000000000009,0.010000000000000231
2015-04-17,-0.011311245518606405,-0.020702483789173498,0.007378339683203672,0.0012951517568049013,0.006190769009339903,0.031992166518369614,0.04332776582858067,0.04181271185214985,-0.01,0.010000000000000009,0.0,-0.029999999999999805,-0.050000000000000266
2015-04-20,0.009235131672624686,0.011973160313481834,0.005080779754110587,0.0028068877398070985,0.0065854195209800875,-0.009391483072793222,-0.017473205053897267,-0.00021286092225825115,0.019999999999999997,0.009999999999999981,0.020000000000000018,0.029999999999999805,0.050000000000000266
2015-04-21,-0.0014806053255762563,0.00036036291592433933,-0.005803639611723255,-0.001748006441132599,-0.004302677487970696,0.008813078589687606,0.026690339571519672,0.043980175919996256,0.0,-0.009999999999999981,0.020000000000000018,0.020000000000000018,0.020000000000000018
2015-04-22,0.005087480356207541,0.0013739138197443879,-0.0005370663400049436,0.000445846551272,0.0007524197423886964,-0.0067023956178076105,-0.014042968201933625,-0.019314995169856353,0.0,0.0,0.05999999999999983,0.07000000000000006,0.08000000000000007
2015-04-23,0.002357715893671175,-0.0071446312090103214,-0.0014802230744337397,-0.08520275493615001,-0.013904186838377797,-0.009155121090627188,-0.001582616384497193,0.024879914651148916,0.0,0.009999999999999981,-0.039999999999999813,-0.030000000000000027,-0.03000000000000025
2015-04-24,0.002252800575326619,0.004348458747873041,0.008316786081770111,-0.011418618584295798,-0.00014118007846429526,-0.0004949620953187128,0.01703469101246924,0.01882135256344286,0.0,0.0,-0.030000000000000027,-0.030000000000000027,-0.009999999999999787
2015-04-27,-0.004141314249916261,0.015479431883768324,0.004988814297946176,-0.012194721471842696,-0.0013133909231415053,-0.0056506317340473955,-0.01568128497842025,0.005857694711104866,-0.009999999999999998,0.010000000000000009,0.020000000000000018,0.010000000000000009,-0.010000000000000231
2015-04-28,0.0027692316953564777,-0.01485636294324022,0.0008267566439954521,-0.00523697098531839,-0.006730800179186994,-0.01033140986073458,-0.007365412401616922,-0.006874844356554721,0.0,-0.010000000000000009,0.029999999999999805,0.06000000000000005,0.07000000000000028
2015-04-29,-0.0037403355807980043,-0.02645994706394117,0.008380406821014708,0.0150091854017535,0.004082100415327,0.08063396163854189,0.11404544257670501,0.1488095504622824,-0.01,0.010000000000000009,0.040000000000000036,0.06000000000000005,0.07999999999999963
2015-04-30,-0.010128906614839228,-0.00042023037344951497,0.013237203319521829,0.004644133625272995,0.007848213967354203,0.039818113054605975,0.0696439406045517,0.07747676197115361,0.0,-0.010000000000000009,0.0,-0.010000000000000231,-0.009999999999999787
2015-05-04,0.0138958721526381,0.004798622933980701,0.0064430572253442175,-0.005634189738080997,-0.007589992745369811,0.0249070671825109,0.04725373672221522,0.03791097794930942,0.01,0.010000000000000009,0.08000000000000007,0.11000000000000032,0.1299999999999999
